org_id	org_name
lh-138	lunanode hosting inc.
liber-130	161 liberty dynamic customers
lovejo-2	lovejoy canada
manito-1	manitoba hydro
mau	mount allison university
mbc-171	manitoba blue cross
mcfs	metro calgary fiber services inc.
mchso	mch solutions
mcm-2	mulvihill capital management inc.
medidi	medi-direct inc.
mgr	mercantile and general reinsurance company
ml-579	fastnet communications
mlsl-8	micro logic
mp-919	mcneil printing
mpvwi	mpvwifi inc
mun-4	memorial university of newfoundland
ncol	north canadian oils ltd.
netac-4	netactuate, inc
netcr	netcrawled
netwi-7	netwire inc
northl-13	northland engineering
northw-29	northwestel cable inc.
nouvel	nouveler
nsp-7	nova scotia power incorporated
ntpb-1	network technology professionals (b.c.) inc.
obsidi-2	obsidian corporation
oet	the ontario educational communications authority
ohh	osler, hoskin & harcourt
ontar-9-z	rural wave
ontari-5	ontario hydro
opc-7	ontario prevention clearinghouse
opend-2	cisco opendns, llc
ow-98	omni wireless inc
payme-7	payment processing inc.
pchu	board of health for the peterborough county-city health unit
petcom	petcom industries
pip-1	progi-soft informatique (psi)
pl-962	polygon.io, inc
pmsl-3	pwc management services lp
primat	prima telematic inc
ptcipr1	primus telecommunications canada inc. -pacific-023- reg 1
ptdqm	parc technologique du quebec metropoliatan
puc-2	cochrane telecom services
quebe-49	navigue.com
quick-30	quickplay media
qv-3	quantalgo ventures, inc.
racks-8	rackspace hosting
reol-1	rice engnring & operating ltd
rfg-2	rice financial group inc.
rim	blackberry limited
rixcl	rixcloud
rl-151	uswhss.com
rsfx	r.m. of st. francois xavier
rsl-1	rogers sugar ltd.
sandri-1	sandrix consulting
sbl-28	shorcan brokers limited
sc-786	second clothing
scn-18	server central network
se-1596	seakr engineering, inc.
sec-162	spectra energy corporation
serve-128	servermania inc
sia-9	saskatchewan polytechnic
sians	software industry association of nova scotia
sideai-1	sidea inc.
sierr-11	sierra wireless, inc.
sil-69	secure internet llc
silve-13	silverservers inc.
sjpg-1	st. joseph print group inc.
skl	software kinetics ltd.
skl-1	software kinetics limited
source	source fm
speedw-1	fresche solutions inc.
srp-3	st. remy press
sss-23	stellys secondary school
stn-11	swc telesolutions, inc.
sul-28	sw usa llc
system-6	systemetrix corporation
tda-13	team d auto
telep-21	telephone drummond, inc.
terren	terren corporation
theco-16	the county of oxford
thecon-6	the connection bbs
theint-3	the internet conveyor, inc.
thepix	the pixel factory inc.
thesin	the sinai group inc.
thewe-29	the western james bay telecom network
til-47-z	tolko industries ltd.
tm-756	townsquare media inc
tmm-44	triple m metals inc
townsh	township of marathon
trl-41	terrequity royal lepage
tsl-212	3t systems ltd
tts	telecommunications terminal systems
udqr-z	universite du quebec a rimouski
unbsjc	university of new brunswick, saint john campus
unive-192-z	universite de moncton campus d'edmundston
vanta-28	vantagepoint systems inc
vcs-5	vaxxine computer systems inc.
vds-8	babytel inc.
vhl-176	vultr holdings, llc
vmware	vmware, inc.
vsp-1	virgin snow productions
vurge	vurge inc.
wbh-8	whistler blackcomb holdings inc.
werdzc	werdz communications
willi-168	williams-sonoma inc.
wis-103	wisp internet services inc.
wlcl	westcoast lan company ltd.
wml	westar mining ltd.
wpp	western producer publications
wsa-1	wes smith and associates
xcs-2	xenitec consulting services
zulty-2	zultys, inc.
3in	3men@work integrated networks, inc.
aatglp	atg arrow technology group limited partnership
abc	alberta blue cross
ac-1565	appdirect
accel-55	accelerator centre
acl-1149	afn cloud ltd
acl-1400	athena cloud
aclt	accelerated connections inc.
activ-32	activision publishing, inc.
adpsys	adp systems inc.
adria-1	one zero hosting inc.
aetnat	aetna trust co.
afs-8	applied financial systems inc.
ail-1	alcan international ltd.
ainswo	ainsworth technologies
algeri	algeria online
ama-5	alberta motor association
amaron	amaron canada
apog	apogee telecom inc.
apwss	alberta public works, supply and services
as-868	arris solutions, inc.
asimwa	asimware innovations inc.
atc-13	anjura technologies corporation
atria-5	atria networks lp
atsaer-2	ats aerospace inc
bbh-13	bowe bell + howell
bc-383	bonnecomm
bcn-25	broadband communications north inc.
bct-60	black creek tv
bellm-10	bell mobility, inc.
bellm-3	bell mobility inc.
betas-1-z	beta systems software of canda inc.
bl-569	swift internet inc.
bombar-8	bombardier aeronautique
bossco	boss computers
brp-22	brookfield residential propert
bsal	b.a. saville and associates, ltd.
bt-427	britesky technologies inc
btl-93	base wireless
builda	build-a-mold
busin-34	business continuity inc
calpur	calpurnia communications
canad-99	pioneerwireless
canadi-4	canadian bioconcepts
cbn-1	canadian bank note
ccal	cygnus computer associates ltd.
ccdt	telekenex inc
ccgepm	cegep marie-victorin
ccoac	canadian council on animal care
cdl-2	cegep de levis-lauzon
cdmr	district of maple ridge
cegepf	cegep francois-xavier-garneau
centen-3	centennial college
cfl-3	csp foods ltd
cfpl-z	canadian forest products ltd.
cgtxin	cgtx inc.
cibc-8	cibc
cicl	chemetics international company ltd.
circl-14	circle company associates, inc.
cit-7	cableshare interactive technologies inc
cityof-25	city of regina
cityof-37	city of nanaimo
cityof-43	city of toronto
cl-2215	cobaso, llc.
colba	colba net inc.
concor-15	concordia university
conve-17	convergia inc.
correi	correia inc.
cots-1	call one telecommunication services inc
cpi-4	communications & power industries, llc
cronom-1	cronomagic canada inc.
cs-2638	celero
ct-843	canlith technologies inc.
ctl-162	crave technologies ltd.
cul	canadian utilities, ltd.
dcaat-1	durham college of applied arts and technology
dcn	disc computer network
desir-2	desire 2 learn
dgb	dominion group benefits
dis-12	dbcorp information systems inc.
disuc	direct internet systems / unique computer
dmfa	d. m. francis and associates
edmont-1	edmonton power
epikn-2	epik networks, inc.
epsbdn7-z	edmonton public school board
ercbe	energy resources conservation board (ercb)
ericss-15	ericsson canada inc.
eriksd	eriksdale school
ew-156	expeto
facili-1	facilitate i.t. inc.
facr	frontenac-lennox and addington co. rcsb
faneui	faneuil isg inc
filca	100fil.ca
fraser	fraser and beatty
fundyt	fundytek inc.
gc-152	globaltelehost corp.
gcrui	gcruise.com
gdmsc	general dynamics mission systems - canada
gdsc-4	giesecke & devrient systems canada, inc.
gmamur	gma/murata electronics
govi	govital internet inc.
gsc-2-z	green shield canada
haclsd	hughes aircraft of canada ltd., systems division
hbmscl	hudson bay mining and smelting co., limited
hc-648	hmshost corporation
hcpmt	home care program for metropolitan toronto
herita-3	heritage institute
hl-110	hylife ltd
hs-444	hosting services, inc.
hsm-120	high speed mole inc
humber	the humber college institute of technology and advanced learning
ibcl	ina bearing company ltd.
idcgdq	institut des communications graphiques du quebec
iit-64	idigital internet toronto
il-750	i.d. logique
inc-52-z	ice ngx canada inc.
intel-45	intellimarketing corporation
interj-1	interjonction concepts
isls-1	internet saguenay lac st-jean inc.
itera	iteract inc.
jentel	jentel interactive
jre-15	ict canada
kc-35	kilobytes computers inc
kronos	kronos inc.
kuc	the king's university
lansco	lansco inc.
lbs	leppert business systems inc.
lectra-6	lectra systems inc
legro-2	planethoster
leitch-1	leitch technology inc.
lel-15	lakeland networks
lgl-8	lexington group, llc
liqui-16	liquidnet ltd.
lotoqu	loto-quebec
lsm-1	logic systems mccarthy-williams inc.
media-179	media-hosts inc.
memli	memlink
mfl-51	mccain foods limited
mgequ	mg-equinix-pa
microm-15	micromedia, ltd.
mie-15	manitoba internet exchange inc
mmil	mantech micro innovations ltd
molson	molson canada
momen	momentous.ca corporation
montre-2	montreal internet inc
mrp-2	media realms productions inc
msl-3	merlan scientific limited
mvl	master-flo valve, inc.
nanome	nanometrics inc.
ncbe	northumberland and clarington board of education.
netmo-3	netmosphere
networ-15	networking north inc
nidias	nidi associates
nmrg	new media research group
ns-491	netmotion software, inc.
nsaho	nova scotia association of health organizations
nserc-3	natural sciences and engineering research council of canada
obds-1	obds
ordino	ordinox network inc.
oshawa-1	oshawa group
pccb	pepsi cola canada beverages
pcsint-1	pcs internet
peopl-16	people admin
pharma-45	pharmacia inc.
phoeni-93	phoenix management
pixelm-1	pixelmotion images inc.
ppds	pacific press - a division of southam inc.
prisz-4	priszm lp
procor	procor
progre-15	progressive solutions inc.
prp	peel regional police
psl-99	pyr software ltd.
psuc	pason systems usa corp
ptc-10	prodigy technology corporation
ptcieh1	primus telecommunications canada inc. -eastern-006- hmt 1
rca-28	risq canet access
rcc-106	rogers cable communications inc.
rctl	redden cable tv ltd.
rpl-1	regina public library
saes-3	sfu (acs) external services
samcos	samco software inc.
saput	saputo inc
sav-2	sac affaires vl
schs-6	simcoe county health services
abovoc	abovo communications
accent-2	accent internet
aci-37	air communications int
active-2	active systems
aflw	service alberta
agosti	agostinelli consulting
aib-17	akamai international, bv
aic-9	axion internet communiations inc.
ail-4	afg industries ltd.
albert-3	alberta meganet
alcal-1	alcalytics inc
allied-6	allied genius
amana-5	amanah
amci-3	atlantic metro communications ii, inc.
amerco	amer.com
aml-1-z	agf management limited
amtot	amtote international, inc.
apvio	apvio, inc.
artefa	artefact informatique inc.
ats-184	ames tile & stone
atsaer	ats aerospace
aucc	association of universities and colleges of canada
bchydr-z	b.c. hydro
bcit-1	british columbia institute of technology
bcmwhis	bell canada manitoba wireless home internet service
bel-4	binary environments ltd.
bhs	bridgetown high school
bonnec	bonnechere resources
bp-223	bernston porter & co
brando-3	brandon university
bridge-2	bridge network
broadb-31	broadband-collaborative.com
burh	burlington hydro, inc.
cac-89	colocation america corporation
caein-z	cae inc.
callst	callstream communications, inc.
canad-64	gotekky
cansca	canscape inc.
cc-3698	11187929 canada corporation
ccl-242	crystal computers ltd
ccritc	ccrit-communications canada
ccs-58	care computer systems, inc.
cdc-153	c15edge data centers
cdic	canada deposit insurance corporation
cdpubc	cd pubco inc.
cegeps-1	cegep sorel-tracy
cfo-1	consumer finance online!
cgot	cogeco telecom
ci-78	ci investments inc.
cldre-2	cldr.eu
clicne	clicnet telecommunications inc.
commi-4	commission scolaire des phares
conoc-1	conocophillips company
cpa-3	christopher portway & associates, inc.
cpc-411	crown packaging corporation
crcssdn	calgary catholic school district
cross-86	cross country tv ltd
cs-2810	cfm services inc.
csa-72	cs des affluents
csc-28	canadian stroke consortium
csddcdc	conseil scolaire de district catholique du centre
cybers-9	cybersecure inc.
daf-4	government of saskatchewan
destin-14	destiny networks
dll-21	deepcove labs ltd
dml-135	pacy world
drl	dymaxion research ltd.
easte-46	eastern irrigation district
ec-77	evolve communications
eic-28	e. i. catalyst
eil-79	emeigh investments llc
emerg-9	emergis inc.
empowe	empower computerware, inc.
es-1382	entegrus inc.
eten	end to end networks
ets-139	edmonton transit service
fbn-1	financiere banque nationale inc.
fc-1108	fibernetics corporation
fcaa	fanshawe college of applied arts and
fcl-5	fwj communications ltd.
feo	french embassy, ottawa
ffdrdl	frsq (fonds de recherche de la
fleeth	fleet house
fm-62	fute media inc.
fmd-6	fasken martineau dumoulin
fmmo	fmmo publications informatiques, inc.
front-16	frontier networks
fsbc	fujitsu systems business of canada
fsht	four seasons hotel toronto
fusem	mailanyone.net
ga-113	goemans appliances
gamel-2	divertissements gameloft inc
gamman	gamma networking inc.
gcl-9-z	gregory consulting limited
geekh-2	geekhost
gisc-2	globex internet sevices corporation
gpf	great plains free-net inc
greatw-2	great-west life
groupe-3	groupe lgs inc
groupe-5	groupe cerveau
gt-127	group of goldline
henic	henico inc
hhs-66	hallmark housekeeping services
hlc-3	high line corp.
ho-2	ovh hosting, inc.
honeyb	honeybee software inc.
hoste-21	hostedbizz incorporated
hostp-2	host papa, inc.
hostp-7	hostpapa
hs-466	hosting services, inc.
hwsl-27	hiram walker and sons limited
icc-171	itg canada corp.
iecl-2	ihs energy (canada) ltd.
iis-148	infinite it solutions inc.
im-315	infotec manitoba
imprim-2	imprimerie transcontinental inc.
in	itel networks inc
infosh	infoshare online inc
innovu-1	innovus, inc.
inter-280	interweb media
intern-41	internet haute-yamasaka
ips-13	interprovincial pipe and steel co.
ispcha	isp channel
itl	imperial tobacco canada ltd.
itsco-4	its consulting inc.
jazzco	jazz consulting
kamat	kamatera, inc.
kbstec	kbs technologies, inc.
kenna	kenna group inc.
kinax-1	kinaxis inc.
lakehe-2	lakehead university
lbs-1	l.i. business solutions
lcbe	the lambton county board of education
leum	metro richelieu inc.
light262	lightcrest llc
lil	ledcor industries limited
lnh-3	ladysmith nursing home
lss-3	les services serti inc.
marke-107	marketsp_ce
mch-3	montreal children's hospital
mcnet	mcnet
mdssc-z	mds sciex
mibcin	mibc inc.
micros-43	microsolutions consulting inc.
microw	microworks
middl-9	middlesex county
mig-4	magnet internet gateway
misl-11	mecca internet solutions ltd.
montra	montraeal internet inc.
montre	montreal exchange
montre-1	montreal exchange
mrfnp	ministere de l'energie et des ressources naturelles, gouvernement du quebec
msi-7	mgl systems internet
mtl-1	mpr teltech ltd.
netlin-4	netlink technologies
netwo-107	network innovations, inc.
nntl	neural net trading ltd.
novat	novatel inc.
nsc-114	north stream communications
nscad	nova scotia collage of art and design
ntax	net axis
nutatt	nutat technologies inc.
nwsl	nowsco well service ltd.
oahpp	ontario agency for health protection and promotion
oapl-2	ovh australia pty ltd
ohyd	hydro one telecom, inc.
oiiq	oiiq
ol-34	2267921 ontario ltd
ontar-13	about communications
orcas	orcas sound llc
os-5	oriso solutions inc.
peo-2	proffessional engineers ontario
pgpl-2	pulsus group inc.
pnc-3	power net corporation
psac	public service alliance of canada
psc-9	promis systems corporation
psquar	p-squared consulting
rampar	rampart partitions inc.
rcl-9	rowe communications ltd.
rdaug	red deer apple users group
rebel-4	rebelnetworks inc.
riq	reseau internet quebec
rm-103	rogers media inc.
rti-42	right tech internet inc
sbhn	st. boniface hospital network
schola-2	scholastic inc.
scotia	scotia mcleod inc.
sderm	saskatchewan department of environment and resource management
